dataset,movement,frequency_folder_cat,frequency_folder_mean,hz,participant,condition,n_edges,spearman_rho,spearman_p,cat_file_dir,mean_file_dir
DataSet31_Align_mov,mov,msc_cat_10Hz,msc_mean_10Hz,10Hz,JZ,AntiL,496,0.7982016242125283,8.165668911872189e-111,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Left_movement/msc_cat_10Hz/JZ,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Left_movement/msc_mean_10Hz/JZ
DataSet31_Align_mov,mov,msc_cat_10Hz,msc_mean_10Hz,10Hz,JZ,AntiR,496,0.7982016242125283,8.165668911872189e-111,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Right_movement/msc_cat_10Hz/JZ,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Right_movement/msc_mean_10Hz/JZ
DataSet31_Align_mov,mov,msc_cat_10Hz,msc_mean_10Hz,10Hz,LT,ProL,496,0.891360872960146,7.185582796119466e-172,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Left_movement/msc_cat_10Hz/LT,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Left_movement/msc_mean_10Hz/LT
DataSet31_Align_mov,mov,msc_cat_10Hz,msc_mean_10Hz,10Hz,LT,ProR,496,0.891360872960146,7.185582796119466e-172,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Right_movement/msc_cat_10Hz/LT,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Right_movement/msc_mean_10Hz/LT
DataSet31_Align_mov,mov,msc_cat_10Hz,msc_mean_10Hz,10Hz,LT,AntiL,496,0.8799362155336711,8.675030050719552e-162,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Left_movement/msc_cat_10Hz/LT,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Left_movement/msc_mean_10Hz/LT
DataSet31_Align_mov,mov,msc_cat_10Hz,msc_mean_10Hz,10Hz,LT,AntiR,496,0.8799362155336711,8.675030050719552e-162,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Right_movement/msc_cat_10Hz/LT,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Right_movement/msc_mean_10Hz/LT
DataSet31_Align_mov,mov,msc_cat_10Hz,msc_mean_10Hz,10Hz,NvA,ProL,496,0.8319247842873467,1.8705918109271066e-128,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Left_movement/msc_cat_10Hz/NvA,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Left_movement/msc_mean_10Hz/NvA
DataSet31_Align_mov,mov,msc_cat_10Hz,msc_mean_10Hz,10Hz,NvA,ProR,496,0.8319247842873467,1.8705918109271066e-128,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Right_movement/msc_cat_10Hz/NvA,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Right_movement/msc_mean_10Hz/NvA
DataSet31_Align_mov,mov,msc_cat_10Hz,msc_mean_10Hz,10Hz,NvA,AntiL,496,0.834214967222691,8.572322865496748e-130,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Left_movement/msc_cat_10Hz/NvA,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Left_movement/msc_mean_10Hz/NvA
DataSet31_Align_mov,mov,msc_cat_10Hz,msc_mean_10Hz,10Hz,NvA,AntiR,496,0.834214967222691,8.572322865496748e-130,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Right_movement/msc_cat_10Hz/NvA,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Right_movement/msc_mean_10Hz/NvA
DataSet31_Align_mov,mov,msc_cat_10Hz,msc_mean_10Hz,10Hz,RR,ProL,496,0.7948613479508527,2.988285580579412e-109,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Left_movement/msc_cat_10Hz/RR,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Left_movement/msc_mean_10Hz/RR
DataSet31_Align_mov,mov,msc_cat_10Hz,msc_mean_10Hz,10Hz,RR,ProR,496,0.7948613479508527,2.988285580579412e-109,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Right_movement/msc_cat_10Hz/RR,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Right_movement/msc_mean_10Hz/RR
DataSet31_Align_mov,mov,msc_cat_10Hz,msc_mean_10Hz,10Hz,RR,AntiL,496,0.7638304902730164,5.399621194603539e-96,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Left_movement/msc_cat_10Hz/RR,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Left_movement/msc_mean_10Hz/RR
DataSet31_Align_mov,mov,msc_cat_10Hz,msc_mean_10Hz,10Hz,RR,AntiR,496,0.7638304902730164,5.399621194603539e-96,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Right_movement/msc_cat_10Hz/RR,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Right_movement/msc_mean_10Hz/RR
DataSet31_Align_mov,mov,msc_cat_10Hz,msc_mean_10Hz,10Hz,SJB,ProL,496,0.7303241737816931,8.434187550355647e-84,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Left_movement/msc_cat_10Hz/SJB,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Left_movement/msc_mean_10Hz/SJB
DataSet31_Align_mov,mov,msc_cat_10Hz,msc_mean_10Hz,10Hz,SJB,ProR,496,0.7303241737816931,8.434187550355647e-84,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Right_movement/msc_cat_10Hz/SJB,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Right_movement/msc_mean_10Hz/SJB
DataSet31_Align_mov,mov,msc_cat_10Hz,msc_mean_10Hz,10Hz,SJB,AntiL,496,0.7282444422153646,4.191386830845049e-83,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Left_movement/msc_cat_10Hz/SJB,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Left_movement/msc_mean_10Hz/SJB
DataSet31_Align_mov,mov,msc_cat_10Hz,msc_mean_10Hz,10Hz,SJB,AntiR,496,0.7282444422153646,4.191386830845049e-83,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Right_movement/msc_cat_10Hz/SJB,/Users/andy/Desktop/MEG_shared/Data/DataSet31_Align_mov/mov/Right_movement/msc_mean_10Hz/SJB
